,product_name,categories,destatis_category
280175,Schokokeks Zartbitter,"Süßwaren,Biscuits and cakes,Kekse,Chocolate biscuits",Kekse
280176,Steakhouse Pfanne,Frozen ready-made meals,Fertiggericht aus Fleisch oder Fisch
280182,Lorbeerblätter,Gewürze,Gewürze
280185,Zimt gemahlen,Gewürze,Gewürze
280186,Zimtstangen,Gewürze,Gewürze
280187,Pfeffer schwarz ganz,Pfeffer,Gewürze
280188,Pfeffer schwarz gemahlen,Pfeffer,Gewürze
280190,Bad Pyrmonter Medium,"Natürliches Mineralwasser,Natürliches Mineralwasser mit wenig Kohlensäure versetzt",Mineralwasser mit Kohlensäure
280197,Haribo Goldbären,,Kekse
280200,Goldbären,"Süßwaren,Confectioneries,Bonbons,Gelified candies",Bonbons
280201,Haribo Goldbären,Süßwaren,Bonbons
280202,Haribo Goldbears 混合水果味橡皮糖,甜類零食,Bonbons
280203,Haribo Goldbären ,Fruchtgummi,Bonbons
280210,Wine Gums,"Weingummi,Englischer Weingummi,Wine gum",Bonbons
280212,,Süßwaren,Bonbons
280225,Haribo Milchbären,,Süßstoff
280236,Haribo Bronchiol,,Bonbons
280237,Gevulde Bramen,Schaumzuckerwaren,Bonbons
280239,Haribo Saft Goldbären,"Süßwaren,Confectioneries,Fruchtgummis",Bonbons
280240,Haribo Juicy Goldbears Travel Edition,"Sugary snacks,Confectioneries,Bonbons",Gummibärchen oder Ähnliches
280241,Haribo Saft-Goldbären,Süßwaren,Gummibärchen oder Ähnliches
280242,Phantasia,"Süßwaren,Fruchtgummis",Bonbons
280243,Phantasia,Süßwaren,Bonbons
280245,fruitmania,"Süßwaren,Confectioneries,Bonbons,Gelified candies",Bonbons
280276,Blumen-Zauber,,"Getreideprodukt, vegetarisch oder vegan"
280279,Apfel Ingwer,,Zitrusfrüchte
280280,Naturtrüber Apfelsaft,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
280281,Multivitamin-Mehrfrucht-Nektar,Multifruit nectars,Multivitaminsaft
280282,,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
280285,Pizza Tradizionale Tonno,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280286,Ristorante Pizza Salame Mozzarella Pesto,"Tiefkühlprodukte,Frozen pizzas and pies,Tiefkühlpizza","Pizza, Quiches oder Ähnliches"
280296,Bistro Rustique Baguette Ratatouille,,Brötchen zum Fertigbacken
280297,Bistro Flammkuchen,"Tiefkühlprodukte,Frozen pizzas and pies,Tiefkühlpizza","Pizza, Quiches oder Ähnliches"
280298,Pizzaburger Salami,,"Pizza, Quiches oder Ähnliches"
280300,Pizzaburger Diavolo,"Pizzaburger,Tiefkühlpizza","Pizza, Quiches oder Ähnliches"
280301,Die Ofenfrische Peperoni - 3 Käse,"Tiefkühlprodukte,Frozen pizzas and pies,Tiefkühlpizza","Pizza, Quiches oder Ähnliches"
280302,Die Ofenfrische Salami Jalapeno,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280303,Die Ofenfrische Speciale,"Tiefkühlprodukte,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
280304,Peperoni-Salami,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280305,Die Ofenfrische Vier-Käse,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280306,Die Ofenfrische Thunfisch,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280307,Die Ofenfrische Salami,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280308,Die Ofenfrische Schinken-Ananas,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280311,Die Ofenfrische Margherita,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280323,Ristorante Pizza Pasta,"Frozen foods,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
280325,Veggie Pizza Die Zarte,"Tiefkühlprodukte,Frozen pizzas and pies,Tiefkühlpizza","Pizza, Quiches oder Ähnliches"
280326,Pizza Tradizionale Funghi Bianca,"Tiefkühlprodukte,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
280328,,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280329,Pizza Tradizional Selame Romano,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280334,Die Ofenfrische BBQ Pulled Pork,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280346,,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280347,,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280349,,"Frozen foods,Frozen pizzas and pies,Frozen pizzas","Pizza, Quiches oder Ähnliches"
280351,Dr. Oetker Ristorante Pizza Prosciutto,"Frozen foods,Frozen pizzas and pies,Frozen pizzas","Pizza, Quiches oder Ähnliches"
280352,Ristorante Pizza Tonno,"Surgelés,Pizzas et tartes surgelées,Pizzas surgelées,Pizzas au thon","Pizza, Quiches oder Ähnliches"
280353,Ristorante Spinaci (Spinach) Frozen Pizza,"Surgelés,Pizzas et tartes surgelées,Pizzas surgelées","Pizza, Quiches oder Ähnliches"
280357,Ristorante Pizza Mozzarella,"Frozen foods,Frozen pizzas and pies,Frozen pizzas","Pizza, Quiches oder Ähnliches"
280360,Ristorante Pizza Pasta,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
280365,Brauner Zucker Kandisfarin,"Sweeteners,Zucker,Braune Zucker",Zucker
280367,Gelier Zucker,Zucker,Zucker
280370,Alpia Noisette,"Sugary snacks,Schokoladen,Milchschokoladen",Schokoladentafel
280371,Alpia Alpenmilch Schokolade,"Sugary snacks,Schokoladen,Milchschokoladen",Schokoladentafel
280372,Alpia Haselnuss,"Sugary snacks,Schokoladen,Milchschokoladen",Schokoladentafel
280373,Alpia Zartbitter,"Sugary snacks,Schokoladen",Schokoladentafel
280377,Aplia weiße Schokolade,"Sugary snacks,Schokoladen,Weiße Schokoladen",Schokoladentafel
280378,Alpia Knusprige Weiße,"Sugary snacks,Schokoladen",Kekse
280379,Alpia Edel-Nougat,Milchschokoladen,Brotaufstrich auf Nougatbasis
280380,Alpia Edel-Marzipan,"Sugary snacks,Schokoladen",Kekse
280381,Edelbitter 70% Kakao,"Süßwaren,Schokoladen,Bitterschokoladen",Schokoladentafel
280382,Schoko Cornflakes,Schokolade,"Cornflakes, Müsli oder Ähnliches"
280387,Hochzeit Nudeln,Nudeln,Nudeln
280389,Röstzwiebeln,,"Gemüseprodukt, vegetarisch oder vegan"
280393,Original Dänischer Hot Dog Ketchup,Ketchup,Tomatenketchup oder Gewürzketchup
280396,Lyoner in Streifen für Wurstsalat,Wurst,Wurstaufschnitt
280398,,Meats,"Vitamintabletten, Magnesiumtabletten o.Ä."
280399,Kerrygold original irische Butter,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Spreads,Milchprodukte,Plant-based spreads,Fette,Streichfette,Tierische Fette,Milchfette,Butter,Streichfette,Mildgesäuerte Butter",Butter
280400,Kerrygold original irische Süßrahm-Butter,"Spreads,Milchprodukte,Fette,Streichfette,Tierische Fette,Milchfette,Butter,Süßrahmbutter",Butter
280401,Kerrygold original irische Süßrahm-Butter,"Spreads,Milchprodukte,Fette,Streichfette,Tierische Fette,Milchfette,Butter,Süßrahmbutter",Butter
280402,Kerrygold Meersalz Butter,"Spreads,Milchprodukte,Fats,Streichfette,Milchfette,Animal fats,Butter,Salzbutter",Butter
280403,Kerrygold extra ungesalzen,"Spreads,Dairies,Fats,Spreadable fats,Animal fats,Milkfat,Butters",Butter
280404,Kerrygold extra mit Meersalz,"Brotaufstriche,Streichfette,Mischfette,Mischstreichfett",Butter
280406,Kerrygold extra mit Meersalz,Mischstreichfett,Margarine oder Pflanzenfett
280407,Kerrygold extra mit Meersalz,Mischstreichfett,Margarine oder Pflanzenfett
280409,Edel Salami,Salami,"Salami, Zervelatwurst oder andere Dauerwurst"
280410,Geflügel-Salami,Salami,"Salami, Zervelatwurst oder andere Dauerwurst"
280412,Geflügel-Salami mit Schweinespeck,Salami,"Salami, Zervelatwurst oder andere Dauerwurst"
280413,Bio Rein Rind Salami,"Meats,Prepared meats,Saucissons,Salami","Salami, Zervelatwurst oder andere Dauerwurst"
280414,Bio Geflügel Lyoner,Wurst,Wurstaufschnitt
280415,Bio Fleischkäse,Prepared meats,Fertiggericht aus Fleisch oder Fisch
280416,,"Geflügelleberwurst,Leberwurst,Leberwürste",Leberwurst oder Blutwurst
280418,DAB Pilsener,"Getränke,Alkoholische Getränke,Biere",Colagetränk
280419,Kichererbsen &quot;ceci&quot;,Kichererbsen,"Hülsenfrüchte, Spargel, Radieschen oder Ähnliches"
280421,Kapernäpfel mit Stiel,en:Pickled capers,"Antipasti auf Gemüsebasis, ohne Oliven"
280422,Baked Beans,,Fertiggericht aus Fleisch oder Fisch
280430,Erdinger Pikantus,"Getränke,Alkoholische Getränke,Biere",Colagetränk
280432,Alkoholfei,en:Non-alcoholic wheat beers,Weizenmehl
280433,Alcoholfrei,"Bieren,Alcoholvrije bieren",Nudelfertiggericht
280438,Hartkäse,Käse,Hartkäse
280439,Grillkäse,"Schnittkäse,Käse,Grillkäse",Schnittkäse
280440,Cheddar,"Milchprodukte,Käse,Käse aus Großbritannien,Kuhmilchkäse,Englischer Käse,Cheddar",Hartkäse
280442,Apfel,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
280451,"Trinkgenuss, Aprikose",en:beverages,Apfelsaft oder ähnlicher Fruchtsaft
280456,Pecorino Romano D.O.P. frisch gerieben,"Milchprodukte,Käse",Hartkäse
280460,Meßmer Marokkanischer Masir Minze-Honig,Minztees,Früchtetee oder Kräutertee
280462,Fenchel-Anis-Kümmel Tee,,Früchtetee oder Kräutertee
280463,Holunder Kirsche,"Beverages,Non-sugared beverages,Tees,Teas in tea bags",Früchtetee oder Kräutertee
280467,Magenliebe,Tees,Früchtetee oder Kräutertee
280468,Blutorange,,Zitrusfrüchte
280477,Apfel-Zwiebel-Schmalz,,Schmalz oder anderes tierisches Speisefett
280478,Dithmarscher naturtrüb,"Getränke,Alkoholische Getränke,Biere,Beers from Germany",Colagetränk
280479,Sardellen Filets in Öl,Sardellenfilets,Fischkonserve
280480,Kapern,Pickled capers,"Antipasti auf Gemüsebasis, ohne Oliven"
280483,Oliven mit feiner Sardellen-Creme gefüllt,Olives,"Antipasti auf Gemüsebasis, ohne Oliven"
280484,Oliva,Olives,"Antipasti auf Gemüsebasis, ohne Oliven"
280487,Sambal Oelek,Chilli-sauce,Gewürze
280488,Kokosnuss Milch,Kokosmilch,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
280489,Soja Sauce,Sojasoßen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
280493,Ajolix Chili,Knoblauch,Gewürze
280494,Artischocken Herzen,de:Artischocken Herzen,"Gemüseprodukt, vegetarisch oder vegan"
280504,,en:Chocolate spreads,Brotaufstrich auf Nougatbasis
280511,Der große Bauer XL Banane,"Milchprodukte,Joghurt,Fruchtjoghurt,Banana yogurts",Joghurt
280513,Joghurt mild nach griechischer Art,Griechische Joghurt,Joghurt
280516,Sunset Caramel - Caffè Freddo,"Beverages,Coffee drinks,Non-sugared beverages",Kaffeepads oder Kaffeekapseln
280523,Der große Bauer Himbeere,"Milchprodukte,Joghurt,Fruchtjoghurt",Joghurt
280525,Der Grosse Bauer Banane,,Bananen
280526,Der große Bauer Bourbon-Vanille,"Milchprodukte,Joghurt,Vanillejoghurt",Joghurt
280527,Der große Bauer Honig,"Milchprodukte,Joghurt",Honig
280530,Der große Bauer Holunder-Limette,"Milchprodukte,Joghurt,Fruchtjoghurt",Joghurt
280531,Der große Bauer Schokobälle-Banane,"Milchprodukte,Joghurt,Fruchtjoghurt",Fertigdessert
280532,Der Grosse Bauer Aprikose,Joghurt,Joghurt
280534,Der große Bauer Kirsche weniger Zucker,"Milchprodukte,Joghurt,Fruchtjoghurt",Joghurt
280535,Der große Bauer Vanille weniger Kalorien,"Milchprodukte,Joghurt,Vanillejoghurt",Joghurt
280537,Feinjoghurt Himbeere,Joghurt,Joghurt
280538,Riesling brut,"Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux",Mineralwasser mit Kohlensäure
280539,Ensinger Zitrone,"Getränke,Carbonated drinks,Erfrischungsgetränke,Limonaden,Sugared beverages",Colagetränk
280541,Tomate Knoblauch,Tomatensauce,"Soßenpulver, Soßenbinder oder Ähnliches"
280542,Tomatensauce für Lasagne,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
280548,Pesto Verde,"Groceries,Saucen,Nudelsoßen,Pestos,Green pestos","Soßenpulver, Soßenbinder oder Ähnliches"
280552,Mirácoli Klassiker 2 Portionen,Spaghetti,Nudelfertiggericht
280564,Miracoli Bolognese,,Nudelfertiggericht
280569,Klassiker,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
280599,Cremiges Curry,"Groceries,Saucen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
280606,Süß-Sauer Pikant,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
280645,Rahmjoghurt,,Joghurt
280648,Kapern,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Canned foods,Pickles,Plant-based pickles,Pickled capers","Antipasti auf Gemüsebasis, ohne Oliven"
280651,Rahmjoghurt Himbeere,Fruchtjoghurt,Joghurt
280652,Premium Pils,Beers from Germany,Colagetränk
280653,Ruhrtyp Hell,Bier,N/A
280658,Almette Natur,Frischkäse,Frischkäse
280659,Almette Kräuter,Frischkäse,Frischkäse
280661,Feta aus griechischer Schafsmilch,"Milchprodukte,Käse,Greek cheeses,Schafskäse,Feta",Weichkäse
280664,Veganer Streichgenuss Kräuter,Brotaufstriche,Brotaufstrich auf Nougatbasis
280665,Grillkäse,"Grillkäse,Käse",Hartkäse
280675,Zum Auslöffeln Mediterrane Tomatensuppe mit Basilikum,,Fertigsuppe im Beutel oder Instantbrühe
280677,Ww Hochzeitssuppe,,Fertiggericht aus Fleisch oder Fisch
280680,Käse Gemüse Ravioli in Tomatensauce,,Nudelfertiggericht
280682,Mein Hühner Nudel Topf,"Meals,Suppen,Hühnersuppe",Nudelfertiggericht
280685,Feinwürzige Linsensuppe mit buntem Gemüse,,Fertigsuppe im Beutel oder Instantbrühe
280686,Erkältungs Kapseln,,"Vitamintabletten, Magnesiumtabletten o.Ä."
280687,Yoğurdu,Joghurt,Joghurt
280690,Hirtenkäse traditionelle Art,Käse,Weichkäse
280692,Joghurt,Joghurt,Joghurt
280694,Schafkäse,Käse,Weichkäse
280696,Ayran,"Milchprodukte,Ayran",Frischkäse
280697,Ziegenkäse,"Milchprodukte,Käse,Ziegenkäse",Weichkäse
280702,Halloumi Natur,"Milchprodukte,Käse,Halloumi",Weichkäse
280703,Grill- und Pfannenkäse Mediterrane Kräuter,"Dairies,Käse",Weichkäse
280704,Grill- und Pfannenkäse Natur,"Dairies,Käse",Weichkäse
280705,Grill- und Pfannenkäse Chili,"Dairies,Käse",Weichkäse
280706,Grill- und Pfannenkäse Curry,Käse,Weichkäse
280707,Nusspli,"Frühstücke,Spreads,Sweet spreads,fr:Pâtes à tartiner,Nougatcremes",Brotaufstrich auf Nougatbasis
280708,Nusspli,Nuss-Nougat-Creme,Brotaufstrich auf Nougatbasis
280709,Belmandel,Almond butters,"Erdnüsse, Studentenfutter oder Ähnliches"
280712,75% Frucht Kiwi,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Spreads,Plant-based spreads,Sweet spreads,Konfitüren und Marmeladen,Konfitüren","Marmelade, Konfitüre oder Gelee"
280714,75% Frucht Waldfrucht - Zentis - 320 g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Confitures,en:Preserve","Marmelade, Konfitüre oder Gelee"
280718,Apfelkraut,,"Marmelade, Konfitüre oder Gelee"
280720,Frühstücks-Konfitüre Sauerkirsche,en:Cherry jams,"Marmelade, Konfitüre oder Gelee"
280722,Edel-Marzipanperlen,"Sugary snacks,Confectioneries,Christmas foods and drinks,Christmas sweets,Marzipan",Süßstoff
280724,Fruchtcreme Himbeeren,Süße Brotaufstriche,Brotaufstrich auf Nougatbasis
280727,Bel Manda Orient-Pistazien,Schokoladen,Pralinen
280728,Bel Choco Winter-Nougat,"Sugary snacks,Schokoladen",Brotaufstrich auf Nougatbasis
280733,75% Frucht Erdbeere,"Frühstücke,Brotaufstriche,Süße Brotaufstriche,Süße Brotaufstriche,Strawberry jams","Marmelade, Konfitüre oder Gelee"
280740,afri cola Bonbons,"Süßwaren,Confectioneries,Bonbons",Bonbons
280741,Verrückte Früchtchen,Bonbons,Bonbons
280742,"Pulmoll Halsbonbons Kirsch, zuckerfrei",Bonbons,Bonbons
280744,Pulmoll Milch Honig,"Sugary snacks,Confectioneries,Bonbons",Bonbons
280749,Curry Gewürzzubereitung,Curry,Gewürze
280750,fruit2go,,Früchtetee oder Kräutertee
280751,Anna,"Getränke,Wasser,Heilwasser,Non-sugared beverages",Mineralwasser ohne Kohlensäure
280752,,Mineralwasser,Mineralwasser mit Kohlensäure
280754,Weizen Radler,,Colagetränk
280755,Bier + Cola + X,Energy-Drinks,Energy-Drinks
280758,Gründel's Fitmalz,,"Getreideprodukt, vegetarisch oder vegan"
280765,Vitamalz,Malzbiere,Colagetränk
280766,Karamell Gebäck Kränzel,"Sugary snacks,Biscuits and cakes,Kekse",Kekse
280773,Patros Natur,"Milchprodukte,Käse",Weichkäse
280774,Patros mit Hirtenkräutern,Käse,Weichkäse
280776,Patros leicht,Käse,Weichkäse
280777,Almette mit Steinpilz,"Milchprodukte,Käse,Frischkäse",Frischkäse
280778,Almette Kräuter 7% Fett,"Milchprodukte,Käse,Frischkäse",Frischkäse
280781,Almette die Herzhaften Bunte Paprika,"Milchprodukte,Käse,Frischkäse",Frischkäse
280782,Patros für Grill & Ofen Paprika & Chili,Käse,Weichkäse
280783,Patros für Grill & Ofen Mediterrane Kräuter & Knoblauch,"Milchprodukte,Käse",Weichkäse
280784,Patros Natur Schafskäse,Käse,Weichkäse
280785,Bauernbrot-Mehl,Weizenmehle Type 812,Weizenmehl
280786,Bärlauchsalz,,Gewürze
280787,Basilikum gerebelt,Gewürze,Gewürze
280789,Bratfisch Würzer,Gewürze,Gewürze
280790,Cayennepfeffer gemahlen,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Groceries,Condiments,Gewürze,Pfeffer,Cayennepfeffer",Gewürze
280791,Koriander gemahlen,Gewürze,Gewürze
280792,Kreuzkümmel gemahlen (Cumin),Gewürze,Gewürze
280793,Kurkuma gemahlen,,Gewürze
280794,Curry,Curry,Gewürze
280795,Estragonblätter gerebelt,Gewürze,Gewürze
280796,Fleisch & Gyros Würzer,Gewürze,Gewürze
280797,Ingwer gemahlen,,Gewürze
280798,Italienische Kräuter,Gewürzmischung,Gewürze
280799,Kerbel gerebelt,Gewürze,Gewürze
280800,Knoblauchsalz,,Gewürze
280802,Kümmel gemahlen,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Groceries,Condiments,Gewürze",Gewürze
280803,Majoran gerebelt,Gewürze,Gewürze
280805,Paprika edelsüß,Gewürze,Gewürze
280807,Petersilie gerebelt,Gewürze,Gewürze
280810,Rosmarin gemahlen,Gewürze,Gewürze
280811,Salbei gerebelt,Gewürze,Gewürze
280812,Thymian gerebelt,Gewürze,Gewürze
280813,Tomaten-Würzmischung,Gewürze,Gewürze
280814,Zimt gemahlen,"Zimt gemahlen,Zimt,Zimtpulver",Gewürze
280816,Chili-Flocken,Gewürze,Gewürze
280817,Muskat gemahlen Nachfüllpackung,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Groceries,Condiments,Gewürze",Gewürze
280820,Pfeffer weiß ganz,White peppercorns,Gewürze
280821,Piment ganz,Gewürze,Gewürze
280824,Basilikum gerebelt,"Groceries,Gewürze",Gewürze
280825,Bohnenkraut gerebelt,Gewürze,Gewürze
280827,Curry,"Groceries,Gewürze,Curry",Gewürze
280828,Knoblauch granuliert,Gewürze,Gewürze
280830,Oregano gerebelt,Gewürze,Gewürze
280831,Ostmann Bunter Pfeffer,Pfeffer,Gewürze
280833,Pizza-Gewürz,Gewürze,Gewürze
280834,Rosmarin geschnitten,"Rosmarin,Gewürze",Gewürze
280835,Thymian,Gewürze,Gewürze
280837,Kardamom,Gewürze,Gewürze
280838,Ostmann Lorbeerblätter,Gewürze,Gewürze
280839,Zimtstangen,Zimt,Gewürze
280841,Senfkörner,Gewürze,Gewürze
280843,Dillspitzen,Gewürze,Gewürze
280844,Kräuter der Provence,Gewürzmischung,Gewürze
280845,Bunter Pfeffer,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Groceries,Condiments,Gewürze,Pfeffer,Peppercorns",Gewürze
280848,Echte Bourbon-Vanille,Vanille,Gewürze
280849,Natürliches Orangen Aroma,Gewürze,Gewürze
280851,Natürliches Zitronen Aroma,"Groceries,Gewürze",Gewürze
280852,Hörnchen,Nudeln,Nudeln
280853,Spiralen,Nudeln,Nudeln
280856,Gabel Spaghetti,Nudeln,Nudeln
280858,Vollkorn Spiralen,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln,Vollkornnudeln",Nudeln
280860,Vollkorn Spiralen,Nudeln,Nudeln
280863,Nudel up Käse-Bolognese,Saucen,Nudelfertiggericht
280867,Hausmacher Bauernhandkäse ohne Kümmel,Käse,Weichkäse
280868,Esrom,"Milchprodukte,Käse",Weichkäse
280869,Dänischer Schnittkäse,Käse,Schnittkäse
280871,Sanebel,,Reiszubereitung
280872, BellaCrema Selection des Jahres 2015,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
280873,BellaCrema mild & harmonisch,"Getränke,Hot beverages,Kaffees,Kaffees in Pads,Ungezuckerte Getränke,Senseo-compatible coffee capsules",Bohnenkaffee
280874,Auslese Klassisch,"Getränke,Hot beverages,Kaffees,Kaffees in Pads,Non-sugared beverages",Kaffeepads oder Kaffeekapseln
280875,Auslese klassisch,Kaffees,Bohnenkaffee
